255,4798;791;14835;16209;10525
256,7385;6520;1704;14289;8208
257,8067;9044;3630;10333;7712
258,9769;1202;10037;13878;8283
259,8327;3131;10485;13562;704
260,7939;3348;3049;2232;4825
261,4892;12374;14572;494;14269
262,464;3569;6003;7606;7071
263,9159;10875;9321;11437;16904
264,11019;3389;10865;9273;8022
265,7096;13028;3622;2032;9207
266,9337;13799;16321;6060;5243
267,6709;13789;15359;8528;7648
268,628;3754;7433;727;623
269,11215;11019;3576;10865;10248
270,5566;6343;579;4697;177
271,6835;1050;1842;8680;3372
272,3921;7050;10469;11727;14574
273,16692;16398;15287;15110;11539
274,14759;13616;16129;16269;12824
275,284;3687;7507;4810;2452
276,16237;10216;12990;15870;16476
277,4736;4433;2140;8133;1827
278,6256;11728;13196;11941;13890
279,12644;12743;4183;14764;14065
280,9809;7438;3687;2898;10431
281,690;4536;8324;7167;5649
282,16350;12296;16256;15887;6361
283,433;616;6019;8356;5029
284,16466;11835;13737;9879;6932
285,4763;3137;6932;788;716
286,12895;7584;4003;6432;9442
287,3738;11671;4345;5955;1347
288,9859;8324;7001;8274;8910
289,27;3205;2457;15028;5867
290,15944;13608;16455;7717;8788
291,7115;270;16188;7717;9670
292,8159;3852;5005;5414;7214
293,4655;10798;4258;11130;4005
294,224;3717;181;4714;9739
295,3405;11249;10878;9485;15622
296,16707;16754;16708;16685;12227
297,3848;7941;2351;296;2861
298,2609;13717;6655;8990;5334
299,2226;8426;3783;1212;7516
300,5872;11701;14845;6495;8134
301,9531;5260;341;12458;7895
302,6707;9951;10844;10833;5244
303,13752;648;5029;13719;13680
304,11640;12645;12179;4824;15221
305,15673;13225;15098;2539;394
306,12492;16865;11714;13419;3841
307,14495;10501;11794;9709;12687
308,1480;5553;3506;2498;13270
309,2887;4508;10014;2883;3945
310,9926;2942;2446;8361;1808
311,2093;6917;3040;3320;1917
312,15696;16780;14734;14195;10215
313,12768;13261;12513;13764;15879
314,4809;14066;9761;3044;5254
315,11939;2351;12564;7830;10053
316,13369;13021;3466;6725;16525
317,6023;3370;14206;2447;14397
318,4631;4599;12403;5168;13342
319,9130;11099;13883;77;2470
320,1542;2629;11265;10398;10276
321,3061;11133;3993;9619;8443
322,5910;729;3873;630;3539
323,15035;15592;15422;6520;15200
324,7789;10494;1371;5370;4115
325,14256;11776;11614;15029;16376
326,4978;5218;2453;3570;241
327,6171;4302;4546;12638;5031
328,3849;12448;14491;2542;5544
329,1617;7757;3279;16153;63
330,4484;497;6985;3925;8104
331,1137;4003;7584;3143;2018
332,2451;3469;4776;4585;4639
333,2472;9014;13788;2753;2716
334,6401;7675;6872;5030;1311
335,4989;4680;7582;10871;13373
336,15169;2158;5566;2551;7994
337,12420;11834;15733;11363;13244
338,7188;2021;9201;7012;4061
339,7788;5589;12485;14509;1865
340,8840;6996;10334;2134;5261
341,8724;6426;1176;4083;7280
342,14707;14611;1530;15396;15236
343,13773;13779;13777;7324;13703
344,9769;2035;12347;7408;3057
345,8911;4804;8407;3637;8314
346,1641;1558;16498;6305;10392
347,2339;9547;2788;4576;2950
348,8887;4152;2631;3435;13099
349,4159;15322;15183;14311;1597
350,11884;11241;11257;6668;9921
351,5005;16199;2794;8542;10297
352,5977;6106;3738;3411;10560
353,7673;3054;528;13195;8341
354,2291;7815;13712;7212;15451
355,12175;2909;5180;3663;4993
356,7445;9593;6406;6699;1945
357,6748;10751;4808;10519;4000
358,16450;10430;2437;15344;3630
359,1212;6440;6209;3348;4264
360,12056;15716;13261;917;15002
361,15105;12681;10634;8956;642
362,15325;13249;4590;15816;13791
363,9293;11884;7578;6655;11241
364,5177;506;4741;16025;6526
365,13483;12678;11620;5973;12448
366,3547;4987;12721;9305;13730
367,5550;13386;4959;3146;4655
368,5197;11987;9928;2093;7425
369,4564;1886;15913;9287;3693
370,3671;4508;7340;9554;1800
371,7299;5125;4115;7415;13217
372,10295;331;12642;1450;8723
373,13312;9468;8242;14166;8390
374,8179;5332;1903;16499;14702
375,1127;10834;7620;2858;9951
376,656;268;4578;431;5067
377,15331;11825;15193;12621;15914
378,12249;16321;10870;2647;8571
379,3640;11114;97;11853;12873
380,16437;16954;4520;4311;6138
381,1181;2177;869;8499;10057
382,14773;9276;16288;13980;8840
383,11343;11844;9641;3713;7632
384,8304;10920;484;8511;7277
385,5616;2467;484;6586;4973
386,16880;14798;11578;12687;12288
387,11699;13011;4590;5709;14570
388,803;3797;7892;5687;8917
389,3931;53;1654;3946;8137
390,13913;10001;5164;10562;6194
391,7173;1392;1751;4345;10383
392,7546;12378;14577;10606;16199
393,12649;16786;13062;14206;4949
394,9827;16891;14438;10902;16449
395,8994;14336;8618;3900;8263
396,13489;8831;7972;15285;11903
397,6832;7057;4930;6752;7417
398,957;7351;4579;5740;12695
399,15387;9514;3273;13259;13535
400,3313;7570;8944;740;12433
401,9399;6450;11609;3063;9257
402,5967;13099;9968;3372;5337
403,2562;8771;6655;3245;13207
404,15076;14246;16193;2711;15217
405,8028;14969;6348;7327;14042
406,6062;7057;3929;10474;2967
407,3289;14265;9307;14858;10639
408,6293;1848;3298;8065;1866
409,9612;8304;13562;12457;14290
410,430;5862;4562;548;6475
411,7173;247;15692;2630;4021
412,15628;12395;9390;810;9190
413,15086;2676;2099;8701;15506
414,5528;7563;2106;9238;207
415,2134;1181;5964;4230;6099
416,7524;9322;12990;3529;1738
417,9001;3794;11897;8203;265
418,1334;6558;3375;16953;3017
419,11409;3904;14931;7190;5644
420,4019;4589;8386;3618;7868
421,4188;4959;7521;13121;9169
422,2541;12574;629;3675;9973
423,9753;562;3415;5516;1520
424,2204;5991;1158;10694;5144
425,11204;1021;529;3162;15153
426,9094;531;1570;6834;9057
427,9335;14143;11128;14393;10756
428,5067;12695;7198;4537;8910
429,11482;11440;11470;6786;11412
430,7012;4138;14916;1800;6262
431,2339;656;8311;4801;2799
432,2018;8068;7766;198;10225
433,10885;2721;13413;15037;7869
434,5292;881;3289;1785;9104
435,9789;4755;4799;16198;14247
436,12303;15420;1488;12836;16469
437,5083;3410;6106;506;12183
438,9690;4125;8278;11810;14051
439,12673;700;4680;8307;6782
440,9385;9926;2855;4674;90
441,7607;9510;6230;15597;5574
442,10355;9775;8890;12333;2999
443,8197;5797;2236;5755;14514
444,4294;5083;506;406;511
445,842;2685;7521;11097;7933
446,2186;2177;10057;2172;10965
447,5535;8701;2510;6762;4324
448,14093;13178;5456;16783;11301
449,2246;5603;2800;399;9099
450,5930;16361;4484;15685;14154
451,5616;15124;8495;11224;331
452,2887;2883;3945;1800;6897
453,16436;16753;16667;5842;11450
454,14774;4026;12914;14082;8771
455,3140;10244;4212;13963;11049
456,10576;7313;5100;13806;13746
457,11295;9031;15389;10831;10270
458,955;2903;4076;3937;4001
459,2136;1254;454;642;396
460,8448;1442;12658;1826;1133
461,9840;16008;14611;7050;14395
462,3129;4115;14741;576;623
463,14318;15638;14849;14557;5587
464,3982;13819;1903;8419;6481
465,6998;3621;4324;9095;8705
466,4591;3539;13259;3413;5283
467,3982;11187;10475;14577;10431
468,2195;7967;12904;16310;9847
469,14922;13263;14869;14385;15939
470,9879;2742;10910;6741;1492
471,10540;13662;13788;3311;13652
472,6481;5773;5179;1339;8765
473,11286;13993;10309;11719;8547
474,497;16023;6149;13729;8156
475,6651;8397;15840;14079;11878
476,13812;11399;3532;2395;14999
477,656;281;9118;7167;12628
478,869;1210;9106;2091;9954
479,9854;2732;6753;14133;11141
480,16708;3529;6303;4311;16523
481,3106;3819;7786;12405;13503
482,9858;13554;8528;12462;5337
483,13483;2968;7505;10095;2790
484,2233;9064;6269;5527;16093
485,554;11217;9491;14878;1779
486,629;474;3812;3069;11620
487,15566;12673;5660;1213;3622
488,15102;14922;6125;8403;11368
489,13773;13779;13777;13703;13681
490,5553;9942;6481;5177;9123
491,10719;8103;14627;4877;13921
492,3690;16189;1888;10961;503
493,3954;925;2377;11013;4787
494,14767;15290;8745;13977;7524
495,2203;6942;2110;7168;4863
496,1202;5395;2222;2244;1902
497,423;1493;1129;2992;15808
498,16086;16438;2518;15442;14765
499,14703;16533;10012;4694;10912
500,2667;1740;3599;3469;2452
501,6670;12457;10252;13573;15201
502,8586;3752;12218;10082;2798
503,3415;7203;6748;13947;3221
504,8723;7809;2631;5835;6649
505,6298;4265;2280;3715;635
506,3199;12741;12050;9143;7261
507,2542;7487;7483;1778;5265
508,10245;287;12911;4889;2791
509,4714;16045;14209;5815;8498
510,9014;9761;2654;2966;6639
511,13741;2263;9104;11130;1457
512,11601;3352;247;1360;7980
513,3731;2454;10555;640;4205
514,5372;8733;10442;8630;4115
515,6742;2742;10272;7706;5028
516,3936;1658;1521;93;1646
517,14910;801;14612;4105;2233
518,14350;6450;13480;8729;10442
519,2164;12179;10833;2823;1170
520,3024;13579;2968;9821;5844
521,3677;11235;2338;3675;5728
522,3106;13847;13913;628;7645
523,2849;13011;5844;2760;2968
524,952;957;4155;5982;3937
525,12056;5517;883;16825;2716
526,893;2087;5083;4294;6362
527,8484;10305;2178;2614;1284
528,13511;2712;6630;3888;15605
529,4111;7193;9212;6690;7728
530,5201;4970;12406;12303;5107
531,6372;13300;10370;3991;10912
532,552;7575;8596;5057;1127
533,1514;11419;9948;5198;11136
534,11011;11651;14677;620;2318
535,6350;1391;1415;2060;630
536,8968;9917;6276;9516;16363
537,12287;129;5442;15396;778
538,14910;5547;11671;4493;13200
539,9064;3456;11221;14207;4384
540,6432;10670;3053;4012;12895
541,6779;13946;14505;4966;66
542,12717;16118;2621;11509;12637
543,11970;14572;3807;9904;1728
544,16632;14548;10790;1536;12687
545,4838;1911;10203;14688;9014
546,11251;11257;11799;11239;10928
547,15195;1210;8076;1001;463
548,10295;2682;7033;13868;4421
549,3931;15;3943;3949;214
550,7810;6278;1472;3318;9476
551,8956;1034;12341;4743;6246
552,10912;9452;13586;12834;6423
553,9005;11670;16654;16445;16360
554,9058;5021;11353;7208;7909
555,1892;2166;986;5574;7142
556,5116;1842;8179;6894;4410
557,8398;7500;1127;5259;9597
558,11099;3013;10297;5423;2794
559,1903;6808;5244;2823;12483
560,5178;5182;872;3351;9795
561,629;13225;15186;5067;13666
562,12975;10870;10149;10993;6844
563,8327;13012;3545;2091;3496
564,8443;10908;8657;613;13024
565,1399;5197;681;1391;3699
566,4992;13299;9014;2952;4783
567,16241;494;1694;1539;16473
568,8555;669;625;10489;2516
569,9099;4508;2879;4577;11027
570,12830;965;10755;11544;15089
571,6778;13759;64;11021;206
572,13223;8729;623;13735;16805
573,13333;16172;15358;14624;13332
574,12780;9451;1005;471;1019
575,3713;7656;3732;906;5624
576,14146;9129;3966;8296;6406
577,13666;13748;1472;13717;13671
578,3042;2138;3932;112;12458
579,7077;15651;3529;7305;11925
580,9761;7809;5035;2909;10605
581,10995;9761;5695;4777;4369
582,9981;3245;2823;15980;5189
583,1809;5037;12642;10248;13741
584,13365;4686;7603;1903;4632
585,2271;11049;9701;9313;6008
586,10185;3872;8794;454;12475
587,12154;15580;6395;7841;1759
588,4748;4083;6434;1717;1152
589,2774;3114;1334;15659;11888
590,9323;8834;14336;665;16450
591,9527;6189;1352;15784;15
592,6832;7255;2097;7854;6685
593,12056;3389;10258;10353;16396
594,13611;15915;15672;6276;5682
595,11141;5657;4152;9383;1092
596,2402;8691;7732;509;2780
597,7656;5620;8688;8503;7879
598,13362;4693;442;3405;7868
599,6992;12904;4800;12931;9414
600,10633;15358;16512;3200;16476
601,2034;10295;9787;2676;7057
602,7474;176;177;3117;13069
603,7625;6515;9648;10522;6055
604,10185;12193;9374;7388;5528
605,10431;7373;10303;8512;2968
606,2554;1369;949;4620;13852
607,8385;11811;16632;14461;9029
608,963;3761;6517;12346;2823
609,1236;13883;1914;1391;13483
610,6072;5109;6158;15938;16960
611,6171;10078;15422;12293;15814
612,8028;14198;729;2987;1275
613,3913;9542;325;5292;5844
614,9674;1212;10976;4726;12110
615,11161;16334;442;11913;16757
616,2800;7198;656;4586;1842
617,2795;3013;4679;3179;2791
618,14863;7788;9674;6458;8486
619,15198;15536;3805;14564;8700
620,14371;2741;5334;11662;9342
621,14969;3643;4620;3372;9001
622,3737;2271;5596;2111;5768
623,8074;14181;1060;1481;13181
624,8137;1654;14293;2572;844
625,4746;3040;5976;1773;1366
626,5825;8412;3892;4206;12218
627,2371;15241;11683;15538;4375
628,844;8059;15099;5803;2057
629,7912;11287;8771;11228;6546
630,1800;9428;7198;3665;4584
631,11804;6002;12436;5449;12420
632,12861;10741;6934;7121;8027
633,16849;3381;14061;11500;14898
634,9965;10523;1202;2609;984
635,9858;3435;3409;7344;16815
636,11723;2223;5525;197;13303
637,16087;14508;997;1816;1009
638,16238;11626;326;7474;6556
639,16128;14100;5600;11265;13188
640,12432;7197;14645;5925;15942
641,4763;4773;4767;4771;1759
642,9593;14346;3102;6683;7257
643,15754;16692;16436;8745;16398
644,14456;7329;4610;4575;3681
645,2224;10936;10960;1190;8554
646,4478;8733;10689;11828;5318
647,6666;1517;7179;4112;4970
648,1181;10793;6836;1111;4327
649,10222;1459;16781;54;10630
650,6170;4224;3804;12680;9016
651,2310;5917;12611;9409;6803
652,5397;1005;14209;13336;532
653,16216;15236;15249;16563;12866
654,1559;5482;14764;1749;778
655,13634;13666;13712;13764;13789
656,5698;8832;11617;15713;3222
657,1005;12673;994;11255;1956
658,7669;5940;7136;2546;1050
659,5560;6052;10260;7093;3101
660,227;15105;6763;7099;10660
661,4578;875;5977;10883;2869
662,2909;3303;2259;5221;2261
663,329;7076;945;407;14346
664,11265;1551;209;206;1583
665,2522;1499;1968;11044;5313
666,13805;6558;12073;3810;1908
667,4749;1398;7778;9458;10504
668,9968;10463;881;2262;2969
669,1066;735;1060;12965;11186
670,11297;15558;12199;14603;16798
671,2420;5057;9761;2654;701
672,10885;5137;13925;6207;7223
673,9541;5608;2223;2971;8845
674,6272;8631;644;1505;6052
675,6823;7411;1388;2673;181
676,16334;4145;2946;15309;4300
677,2758;1737;1824;593;8840
678,5854;5571;362;6655;5388
679,8440;7407;3729;8050;11760
680,15919;1578;11267;15897;13143
681,707;8206;524;1007;5616
682,76;7849;12631;5636;946
683,7268;2377;13658;5414;15830
684,7873;4722;980;826;12208
685,12628;2870;11182;2797;2885
686,16079;11752;15386;14945;3975
687,10797;800;4460;8332;4138
688,2945;4811;5490;14648;1599
689,2656;4780;8027;1466;10036
690,8936;13734;16581;5438;14911
691,1130;11029;1413;8854;12382
692,9625;732;12359;14514;15703
693,11292;1059;4704;12615;1906
694,3013;15471;6768;8487;290
695,15068;11539;15754;16206;13199
696,12352;15514;10705;11032;6018
697,2296;2232;3219;9939;984
698,571;5959;2103;4061;10219
699,13327;11585;13943;10196;12421
700,16025;3162;9135;6823;12469
701,7123;1493;15383;1231;9172
702,7832;13028;5821;9316;12438
703,11802;5019;4820;9861;11844
704,8573;4906;679;9453;7594
705,14599;7080;3520;8061;9917
706,7359;15104;8156;1295;5509
707,9169;1838;427;13929;3147
708,13777;13666;13788;11514;4127
709,1996;3702;11170;9761;6259
710,7703;12065;10205;7630;4141
711,3575;7034;11678;12630;4060
712,5182;5553;5373;4541;7669
713,2294;13712;2970;1955;13779
714,12997;12241;2580;3383;15653
715,10461;3405;5694;4811;6818
716,1751;11808;6572;12737;7274
717,13541;3791;948;1510;8901
718,15039;15447;3599;2774;15620
719,2942;2940;3053;6823;5323
720,12435;4734;4433;1815;13299
721,5472;12228;16048;16605;13959
722,13335;7170;14779;12074;8510
723,7518;14337;4804;4124;4021
724,9385;2159;4478;6644;3642
725,5728;3765;11601;8723;6402
726,2299;5741;14073;4132;12403
727,653;669;12879;3103;626
728,8816;12957;14155;6155;14870
729,12374;12791;10917;88;14871
730,1002;1673;9157;16213;12293
731,3370;2544;6023;4432;16025
732,14076;14235;15488;15118;7267
733,2942;638;4104;9615;6858
734,11099;8159;3849;15090;657
735,13521;14425;12476;506;1791
736,12931;12723;8788;1536;16394
737,1788;6432;6350;2203;4677
738,3405;430;12621;15000;3847
739,8192;14256;8797;14091;13222
740,2484;816;1113;3834;3303
741,3389;6165;13483;10394;13546
742,3097;5602;9924;7071;6362
743,12763;2971;6440;15195;1677
744,2797;8483;4664;8332;9127
745,16079;8265;13046;12387;739
746,14969;3960;9894;3809;11325
747,15524;8560;9266;8888;1325
748,9383;11835;10910;5337;14576
749,2063;16634;16885;7261;10732
750,15086;1113;2631;8595;3017
751,10036;859;1797;6556;8224
752,4562;3405;12366;9403;2995
753,12806;10370;9337;1978;16489
754,16472;6130;16188;5643;3975
755,315;12245;13888;18;4450
756,12921;14145;248;15077;14305
757,1788;3867;181;2239;9234
758,13465;13624;14863;16071;14814
759,8195;9326;11673;15695;6408
760,2177;7243;3165;10653;2091
761,5550;13386;4959;3146;4677
762,6225;8596;6271;3165;13028
763,3443;5106;16857;6588;2628
764,2673;7721;6086;13852;7832
765,13173;5068;9427;2651;548
766,583;2887;5074;10792;10075
767,16498;9162;9556;14647;16931
768,5075;6850;2887;3068;7164
769,7510;7381;4346;1212;14843
770,497;8982;14786;6148;5609
771,15073;13445;14605;13015;11888
772,13773;13779;13777;13703;13681
773,13198;5177;2671;9373;9926
774,12535;5450;10102;6016;6882
775,3024;2667;13615;664;966
776,6158;13969;11923;866;6815
777,4012;2018;3143;2435;3656
778,10780;12166;9137;15819;5117
779,16476;3709;16200;12990;13528
780,9420;9005;12243;5253;3395
781,3982;5035;5292;7456;1370
782,4989;12664;6811;4763;11114
783,2233;543;6076;7788;14863
784,64;1500;15275;8129;6722
785,13652;13681;13779;13917;10540
786,10216;16711;367;13548;9626
787,10993;7100;9911;14171;11868
788,15331;13298;7223;12621;7698
789,2091;9870;1181;383;9500
790,9030;6477;9496;4625;7698
791,10522;9759;13874;8923;3111
792,6329;4378;16936;3998;4352
793,9769;215;9865;3583;10709
794,3936;637;29;16395;7005
795,442;10370;12621;16495;12579
796,2732;2656;8059;14315;6033
797,9648;10399;10774;14219;152
798,13788;2846;12500;2489;16732
799,8004;10074;1440;6874;5318
800,7117;9881;7149;3713;1446
801,9132;7778;1133;8595;4243
802,372;983;1972;6461;2316
803,11344;12457;9952;11786;14901
804,7795;9769;7608;15169;2236
805,1393;7411;4910;5159;7143
806,9336;14076;10405;12045;4437
807,10963;13621;3024;12927;13615
808,6785;3532;15080;16279;4952
809,9761;1808;8091;9279;15159
810,2936;3544;12911;5400;2955
811,6665;9648;3182;3106;3325
812,6030;6269;5683;1879;1678
813,4067;8327;13562;705;10367
814,1494;1103;8648;9110;5839
815,1674;14970;10812;8964;15762
816,4516;11070;14590;6646;16267
817,16867;16707;1475;16533;870
818,16072;6381;12868;11264;3520
819,12878;4061;5182;1808;13544
820,11969;9066;16546;16157;13372
821,6588;16334;2708;2520;14920
822,16326;4978;8168;10277;949
823,16720;16398;12456;6734;8180
824,1718;15158;7408;2667;4126
825,955;10797;8483;4076;2590
826,1779;2989;13327;2549;2627
827,6836;2223;6269;1803;2244
828,4051;3474;12840;9305;7994
829,3389;13579;2909;9838;10586
830,12116;15316;2085;13611;9904
831,5035;1419;13492;4578;10799
832,16395;5059;11622;15257;8447
833,9971;442;7858;10341;1074
834,3754;668;585;2516;1062
835,10812;12783;15527;11298;6583
836,4699;2972;2262;15419;15537
837,8222;16812;11823;16001;8936
838,16707;3200;5931;15754;14336
839,6089;2761;1419;7271;9046
840,13395;13618;12026;276;7184
841,10912;12937;3921;15814;7703
